Unnamed: 0,QUOTE,CONSUMER_CREDIT_JUDGEMENTS_GUAR1,CONSUMER_CREDIT_INSOLVENCY_NOTICES_GUAR1,CONSUMER_CREDIT_CREDIT_DEFAULTS_GUAR1,CONSUMER_CREDIT_COMPANY_AFFILIATIONS_GUAR1,CONSUMER_CREDIT_FILE_ACTIVITY_GUAR1,CONSUMER_CREDIT_SCORE_GUAR1,CONSUMER_CREDIT_RISK_ODDS_GUAR1,CONSUMER_CREDIT_JUDGEMENTS_GUAR2,CONSUMER_CREDIT_INSOLVENCY_NOTICES_GUAR2,CONSUMER_CREDIT_CREDIT_DEFAULTS_GUAR2,CONSUMER_CREDIT_COMPANY_AFFILIATIONS_GUAR2,CONSUMER_CREDIT_FILE_ACTIVITY_GUAR2,CONSUMER_CREDIT_SCORE_GUAR2,CONSUMER_CREDIT_RISK_ODDS_GUAR2,CONSUMER_CREDIT_JUDGEMENTS_GUAR3,CONSUMER_CREDIT_INSOLVENCY_NOTICES_GUAR3,CONSUMER_CREDIT_CREDIT_DEFAULTS_GUAR3,CONSUMER_CREDIT_COMPANY_AFFILIATIONS_GUAR3,CONSUMER_CREDIT_FILE_ACTIVITY_GUAR3,CONSUMER_CREDIT_SCORE_GUAR3,CONSUMER_CREDIT_RISK_ODDS_GUAR3,COMMERCIAL_CREDIT_DIRECTORS,COMMERCIAL_CREDIT_JUDGEMENTS,COMMERCIAL_CREDIT_CREDIT_DEFAULTS,COMMERCIAL_CREDIT_INSOLVENCIES,COMMERCIAL_CREDIT_CREDIT_ACTIVITY,COMMERCIAL_CREDIT_PPSR,COMMERCIAL_CREDIT_NOTIFICATIONS,COMMERCIAL_CREDIT_PUBLIC_NOTICES,COMMERCIAL_CREDIT_SCORE,COMMERCIAL_CREDIT_CREDIT_LIMIT,COMMERCIAL_CREDIT_SUPPLIERS,COMMERCIAL_CREDIT_DSO_CURRENT,COMMERCIAL_CREDIT_DSO_ONE_MONTH,COMMERCIAL_CREDIT_DSO_TWO_MONTHS,DIRECTOR_PROPERTY_TYPE_D1,DIRECTOR_PROPERTY_RATEABLE_VALUE_D1,DIRECTOR_PROPERTY_IMPROVEMENTS_D1,DIRECTOR_PROPERTY_LAND_VALUE_D1,DIRECTOR_PROPERTY_TYPE_D2,DIRECTOR_PROPERTY_RATEABLE_VALUE_D2,DIRECTOR_PROPERTY_IMPROVEMENTS_D2,DIRECTOR_PROPERTY_LAND_VALUE_D2,DIRECTOR_PROPERTY_TYPE_D3,DIRECTOR_PROPERTY_RATEABLE_VALUE_D3,DIRECTOR_PROPERTY_IMPROVEMENTS_D3,DIRECTOR_PROPERTY_LAND_VALUE_D3,ORG_TYPE,INDUSTRY_CLASSIFICATION,PRIOR_FUNDTAP_HISTORY_COMPLETED_SUM,PRIOR_FUNDTAP_HISTORY_FUNDED_SUM,PRIOR_FUNDTAP_HISTORY_DUE_SUM,P_L_TOTAL_INCOME_CURRENT,P_L_GROSS_PROFIT_CURRENT,P_L_TOTAL_OTHER_INCOME_CURRENT,P_L_TOTAL_OPERATING_EXPENSES_CURRENT,P_L_NET_PROFIT_CURRENT,P_L_TOTAL_INCOME_YR1,P_L_GROSS_PROFIT_YR1,P_L_TOTAL_OTHER_INCOME_YR1,P_L_TOTAL_OPERATING_EXPENSES_YR1,P_L_NET_PROFIT_YR1,P_L_TOTAL_INCOME_YR2,P_L_GROSS_PROFIT_YR2,P_L_TOTAL_OTHER_INCOME_YR2,P_L_TOTAL_OPERATING_EXPENSES_YR2,P_L_NET_PROFIT_YR2,P_L_TOTAL_INCOME_YR3,P_L_GROSS_PROFIT_YR3,P_L_TOTAL_OTHER_INCOME_YR3,P_L_TOTAL_OPERATING_EXPENSES_YR3,P_L_NET_PROFIT_YR3,ACCOUNTS_PAYABLE_TOTAL_CURRENT_MONTH,ACCOUNTS_PAYABLE_TOTAL_ONE_MONTH_PAST,ACCOUNTS_PAYABLE_TOTAL_TWO_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_THREE_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_FOUR_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_FIVE_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_SIX_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_SEVEN_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_EIGHT_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_NINE_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_TEN_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_ELEVEN_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_TWELVE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_CURRENT_MONTH,ACCOUNTS_RECEIVABLE_TOTAL_ONE_MONTH_PAST,ACCOUNTS_RECEIVABLE_TOTAL_TWO_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_THREE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_FOUR_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_FIVE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_SIX_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_SEVEN_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_EIGHT_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_NINE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_TEN_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_ELEVEN_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_TWELVE_MONTHS_PAST,BANK_SUMMARY_TOTAL_SPENT_CURRENT,BANK_SUMMARY_TOTAL_RECEIVED_CURRENT,BANK_SUMMARY_TOTAL_SPENT_M1,BANK_SUMMARY_TOTAL_RECEIVED_M1,BANK_SUMMARY_TOTAL_SPENT_M2,BANK_SUMMARY_TOTAL_RECEIVED_M2,BANK_SUMMARY_TOTAL_SPENT_M3,BANK_SUMMARY_TOTAL_RECEIVED_M3,EXEC_SUMMARY_CASH_RECEIVED_CURRENT,EXEC_SUMMARY_CASH_SPENT_CURRENT,EXEC_SUMMARY_CASH_SURPLUS_DEFICIT_CURRENT,EXEC_SUMMARY_CLOSING_BANK_BALANCE_CURRENT,EXEC_SUMMARY_INCOME_CURRENT,EXEC_SUMMARY_DIRECT_COSTS_CURRENT,EXEC_SUMMARY_GROSS_PROFIT_LOSS_CURRENT,EXEC_SUMMARY_OTHER_INCOME_CURRENT,EXEC_SUMMARY_EXPENSES_CURRENT,EXEC_SUMMARY_PROFIT_LOSS_CURRENT,EXEC_SUMMARY_DEBTORS_CURRENT,EXEC_SUMMARY_CREDITORS_CURRENT,EXEC_SUMMARY_NET_ASSETS_CURRENT,EXEC_SUMMARY_NUMBER_OF_INVOICES_ISSUED_CURRENT,EXEC_SUMMARY_AVERAGE_VALUE_OF_INVOICES_CURRENT,EXEC_SUMMARY_GROSS_PROFIT_MARGIN_CURRENT,EXEC_SUMMARY_NET_PROFIT_MARGIN_CURRENT,EXEC_SUMMARY_RETURN_ON_INVESTMENT_CURRENT,EXEC_SUMMARY_AVERAGE_DEBTORS_DAYS_CURRENT,EXEC_SUMMARY_AVERAGE_CREDITORS_DAYS_CURRENT,EXEC_SUMMARY_SHORT_TERM_CASH_FORECAST_CURRENT,EXEC_SUMMARY_CURRENT_ASSETS_TO_LIABILITIES_CURRENT,EXEC_SUMMARY_TERM_ASSETS_TO_LIABILITIES_CURRENT,EXEC_SUMMARY_CASH_RECEIVED_M1,EXEC_SUMMARY_CASH_SPENT_M1,EXEC_SUMMARY_CASH_SURPLUS_DEFICIT_M1,EXEC_SUMMARY_CLOSING_BANK_BALANCE_M1,EXEC_SUMMARY_INCOME_M1,EXEC_SUMMARY_DIRECT_COSTS_M1,EXEC_SUMMARY_GROSS_PROFIT_LOSS_M1,EXEC_SUMMARY_OTHER_INCOME_M1,EXEC_SUMMARY_EXPENSES_M1,EXEC_SUMMARY_PROFIT_LOSS_M1,EXEC_SUMMARY_DEBTORS_M1,EXEC_SUMMARY_CREDITORS_M1,EXEC_SUMMARY_NET_ASSETS_M1,EXEC_SUMMARY_NUMBER_OF_INVOICES_ISSUED_M1,EXEC_SUMMARY_AVERAGE_VALUE_OF_INVOICES_M1,EXEC_SUMMARY_GROSS_PROFIT_MARGIN_M1,EXEC_SUMMARY_NET_PROFIT_MARGIN_M1,EXEC_SUMMARY_RETURN_ON_INVESTMENT_M1,EXEC_SUMMARY_AVERAGE_DEBTORS_DAYS_M1,EXEC_SUMMARY_AVERAGE_CREDITORS_DAYS_M1,EXEC_SUMMARY_SHORT_TERM_CASH_FORECAST_M1,EXEC_SUMMARY_CURRENT_ASSETS_TO_LIABILITIES_M1,EXEC_SUMMARY_TERM_ASSETS_TO_LIABILITIES_M1,FUNDTAP_LOAN_PRINCIPAL,LINE_OF_BUSINESS,CUSTOMER_TYPE,ACCOUNTING_SOFTWARE,CUSTOMER_UID,COMMERCIAL_CREDIT_REPORT_CREATION_DATE,CONSUMER_CREDIT_REPORT_FIRST_CREATION_DATE,CONSUMER_CREDIT_REPORT_SECOND_CREATION_DATE,CONSUMER_CREDIT_REPORT_THIRD_CREATION_DATE,BANK_STATEMENT_CREATION_DATE,XERO_REPORT_CREATION_DATE,FUNDTAP_PROFIT_LOSS,FUNDTAP_STATUS,COUNTRY,FUNDTAP_FEE,WEEKS_PAST_DUE,WEEKS_OVERDUE,WEEKS_IN_DEFAULT,PRIOR_FUNDTAP_HISTORY_PENDING_SUM,TOTAL_BANK,ACCOUNTS_RECEIVABLE,GST,TOTAL_CURRENT_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_NON_CURRENT_ASSETS,TOTAL_ASSETS,ACCOUNTS_PAYABLE,TOTAL_CURRENT_LIABILITIES,TOTAL_NON_CURRENT_LIABILITIES,TOTAL_LIABILITIES,NET_ASSETS,CURRENT_YEAR_EARNINGS,RETAINED_EARNINGS,TOTAL_EQUITY
429,FT12842,,,,4.0,8.0,377,0.5,,,,4.0,3.0,344,0.5,,,,,,,,,,,,,,,,,,,,,,Residential,950000,240000,710000,,,,,,,,,COMPANY,Wholesale Trade,292399.31,8840.41,8840.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.45,Other Goods Wholesaling,Distributors/Wholesalers,Xero,466,2022-06-28 15:45:41,2022-06-28 15:43:58,2022-06-28 15:45:17,,2023-03-10 12:00:07,2023-03-10 12:00:07,61.0,Completed,NZL,61.48,,,,7856.85,,,,,,,,,,,,,,,
33,FT13326,,,3.0,7.0,4.0,238,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,53205.13,53205.13,0,13657.30,39547.83,1109854.06,666681.40,0,336646.35,330035.05,1046314.15,687366.64,28800.00,324327.77,391838.87,1227301.90,593531.56,138213.55,437879.34,293865.77,0,0,4942,2061,9013,43462,24563,838,5237,4254,196,0,0.0,60560,48078,17805,10820,8585,1091,0,365.0,824.0,325,0,0,0.0,21674.24,12277.09,44767.46,78503.99,57649.37,126021.75,124952.73,176038.16,"12,277","21,674","-9,397","140,196","53,205",0,"53,205",0,"13,657","39,548","171,801","97,551","621,589",45.0,"1,182",100.00%,74.30%,76.30%,97,214,"74,250",2.0,0.0,"78,504","44,767","33,737","149,593","64,828","1,403","63,424",0,"20,691","42,734","122,892","97,481","582,042",214.0,303,97.80%,65.90%,88.10%,59,137,"25,411",2.0,0.0,728.26,,,Xero,3009,2023-04-12 11:26:49,2023-04-12 11:21:56,,,2023-04-12 11:15:05,2023-04-12 11:15:05,0.0,Not Approved,NZL,42.0,,,,44519.55,140278.77,171800.66,79957.4,1052387.37,23401.24,112880.0,1328947.38,97550.79,516605.0,190752.95,707357.95,621589.43,39547.83,488707.47,621589.42
3773,FT7524,,,1.0,1.0,43.0,487,2.125,,,,1.0,1.0,707,14.296,,,1.0,3.0,2.0,559.0,3.965,2.0,,,,1.0,1.0,,,800,,6.0,,,,,,,,,,,,,,,,COMPANY,,208437.28,48780.84,38811.71,773746.47,772744.35,0,278272.76,494471.59,471286.32,453848.58,0,223393.61,230454.97,,,,,,,,,,,,,,,,,,,,,,,,33364,36313,33969,9257,10732,12175,3611,22496.0,11415.0,6811,3660,0,0.0,80989.84,111982.49,140167.81,172687.6,134790.25,166290.9,52016.59,42063.33,"111,982","80,990","30,993","285,553","52,693",0,"52,693",0,"29,009","23,684","192,086",0,"394,287",26.0,"1,895",100.00%,44.90%,72.10%,113,0,"192,086",5.0,1.0,"172,688","140,168","32,520","254,560","103,219",0,"103,219",0,"23,083","80,136","163,815",0,"373,313",32.0,"3,051",100.00%,77.60%,257.60%,48,0,"163,815",5.0,1.0,6395.27,Carpentry & Building Services,Trades/Construction,Xero,1236,2020-11-11 15:46:25,2021-11-19 16:57:37,2020-11-11 08:53:30,2020-11-11 11:51:05,2021-12-30 07:47:46,2021-12-30 07:47:46,-769.0,Overdue,NZL,450.69,61.0,58.0,,0.0,,,,,,,,,,,,,,,
2183,FT10632,,,,6.0,2.0,845,0.02,,,,4.0,3.0,764,0.04,,,,,,,,1.0,,,,1.0,,,,,,,,,,Residential,830000,465000,365000,,,,,,,,,ACCOUNTING_PRACTICE,,118176.58,8976.19,2297.7,173742.57,117226.31,19252.06,36738.49,99739.88,358891.38,116824.89,23760.60,140766.88,-181.39,361073.88,147749.18,42443.76,191440.82,-1247.88,358846.13,202396.03,9824.11,212220.14,0,0,10373,1907,0,759,0,0,3246,0,0,2290,0,0.0,0,45598,19156,10306,13501,6381,3658,855.0,650.0,627,13057,662,0.0,,,20936.37,30420.67,42193.11,65411.09,43326.79,55930.24,0,0,0,"100,244",0,0,0,0,0,0,"123,865","24,519","98,242",0.0,0,0,0,0.00%,0,0,"99,346",1.0,0.0,"30,421","20,936","9,484","100,244","45,312","14,712","30,600",261,"5,156","25,705","123,865","24,519","98,242",96.0,471,67.70%,56.40%,314.00%,82,37,"99,346",1.0,0.0,1138.5,,B2B Service Provider,Xero,1610,2021-09-29 13:31:27,2021-09-29 13:28:36,2021-10-01 11:38:55,,2022-10-03 02:14:08,2022-10-03 02:14:08,38.0,Completed,NZL,58.4,1.0,,,1035.0,108597.82,123865.29,-42799.84,117971.54,22923.97,360000.0,609493.33,24519.49,412129.21,99121.71,511250.92,98242.41,99739.88,-1497.47,98242.41
1665,FT11352,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1707812.08,804067.63,0,312154.39,491913.24,1922999.40,729561.48,0,533350.13,196211.35,2475586.20,748565.76,0,967792.10,-219226.34,1606723.02,800217.90,0,49992.50,750225.40,35925,60636,29256,72646,9084,4202,2106,3353,9663,1154,2134,0,0.0,280654,323916,29266,39157,8635,11677,39161,3381.0,23644.0,19319,5203,0,0.0,98225.35,54083.78,218347.96,110618.06,211693.35,183074.14,299039.64,262193.51,"54,084","98,225","-44,142","-75,900","255,140","36,319","218,820",0,"14,058","204,762","793,788","230,788","1,218,242",157.0,"1,625",85.80%,80.30%,201.70%,93,137,"563,000",17.0,0.0,"110,618","218,348","-107,730","-31,758","364,999","94,127","270,872",0,"52,444","218,428","567,218","266,505","1,013,479",174.0,"2,098",74.20%,59.80%,258.60%,48,56,"300,714",11.0,0.0,1149.39,,,Xero,2773,,2022-11-22 07:21:02,,,2022-11-22 11:15:34,2022-11-22 11:15:34,0.0,Not Approved,AUS,105.67,,,,432617.81,-75899.59,793788.31,208686.1,1197842.31,15120.91,,1137063.63,230788.43,66480.23,-147658.25,-81178.02,1218241.65,422266.31,795975.34,1218241.65
4672,FT5754,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,832.0,,6.0,,,,,,,,,,,,,,,,COMPANY,,9326.85,10485.62,6856.55,20208.81,16083.94,0.0,17450.26,-1366.32,152767.60,71652.02,0,176794.25,-105142.23,,,,,,,,,,,0.0,0,0,5634,47359,0,4891,3261,5844,0,320,217,0.0,0,0,0,2771,19059,2127.0,1957.0,1440.0,2785.0,2493.0,3084.0,3146.0,0.0,2103.96,10159.26,26529.4,26971.2,35435.92,38380.5,35849.56,38583.55,"29,783","25,125","4,658","13,806","15,593","4,519","11,074",0,"15,410","-4,336","37,694","66,980","-109,459",106,124,71.00%,27.80%,47.50%,75,104,"-29,286",1.0,0.0,"22,563","22,121",442,"9,148","16,305","3,300","13,006",0,"12,986",19,"40,388","61,482","-105,123",103,133,79.80%,0.10%,0.20%,74,113,"-21,094",1.0,0.0,216.0,,Other,Xero,1171,2020-09-29 11:39:40,,,,2021-05-07 05:06:09,2021-05-07 05:06:09,-30.0,Completed,NZL,49.7,4.0,3.0,,0.0,13499.08,-4295.71,904.2,37055.78,,38585.0,89139.86,66979.81,72729.69,125097.71,197827.4,-108687.54,-1840.06,-106727.48,-108687.54
8285,FT878,,,,6.0,10.0,622.0,18.6,,,,2.0,4.0,690.0,4.477,,,,9.0,2.0,894.0,72.254,3.0,,,,20.0,16.0,,,980.0,250.0,6.0,,,,Residential,321000.0,116000.0,205000.0,,,,,,,,,COMPANY,,57132.04,29037.97,0.0,453183.23,144093.32,0.63,161986.7,-24366.4,701455.36,215988.15,133086.6,295552.94,41610.36,890121.49,310071.53,11720.76,367856.32,-84880.33,428029.26,198241.53,5.45,185221.64,2756.48,47595.0,0.0,0.0,0.0,58945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63643.0,0.0,0.0,0.0,67335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108606.38,81985.26,137162.19,150257.59,131225.96,117059.2,92581.12,81692.99,"90,377","90,795",-418,"-147,470","68,474","30,383","38,091",0,"23,949","14,142","85,103","109,977","225,436",55.0,"1,099",55.60%,20.70%,75.30%,37.0,61,"-24,873",0.0,0.0,"116,098","103,002","13,095","-147,051","50,181","53,564","-3,384",1,"21,885","-25,268","79,908","97,748","211,294",53.0,963,6.70%,50.40%,143.50%,49.0,40,"-17,839",0.0,0.0,5590.04,Brewing,Distributors/Wholesalers,Xero,190,2020-01-31 14:04:51,2020-01-31 14:05:10,,,2020-02-27 13:14:15,2020-02-27 13:14:15,325.0,Completed,NZL,345.44,1.0,,,5757.19,,,,,,,,,,,,,,,
6118,FT3496,,,,6.0,6.0,484.0,2.071,,,,7.0,9.0,751.0,20.93,,,,,,,,3.0,,,,17.0,18.0,,,958.0,4000.0,6.0,30.0,46.0,48.0,Residential,850000.0,160000.0,690000.0,,,,,,,,,COMPANY,Other Services,29932.62,8838.94,8838.94,14880.00,14995.21,16402.4,47306.61,-15909.00,1838936.86,1308055.53,0,1234571.14,73484.39,1907833.99,1324917.33,0,1342600.02,-17682.69,2270206.34,1523193.39,4712.26,1426142.28,101763.37,15853.0,77140,80550,45626,7609,5974,0,0,0,220,0,0,0.0,10644,41693,2532,8133,3853,2804.0,626.0,271.0,800.0,1559.0,1239.0,0.0,0.0,58928.76,19000.45,156528.5,207146.49,223444.45,211112.23,175911.65,168343.56,"19,000","66,062","-47,061","1,367","14,880",-115,"14,995","16,402","47,307","-15,909","112,201","223,818","-15,927",31,438,100.40%,50.90%,"1,198.60%",108,142,"-111,617",0.0,-1.0,"207,146","156,529","50,618","48,429","117,652","33,390","84,263",0,"105,140","-20,877","111,101","233,324",-18,230,509,71.60%,17.70%,"1,379,545.40%",29,52,"-122,223",0.0,-1.0,301.19,Digital printing,B2B Service Provider,Xero,849,2019-12-17 13:01:27,2019-12-17 13:11:51,2019-12-18 09:31:13,,2020-04-27 22:47:21,2020-04-27 22:47:21,24.0,Completed,NZL,43.58,1.0,,,0.0,983.69,13537.63,7991.14,29757.15,57599.04,0.0,88339.88,263467.87,375404.63,-112355.84,263048.79,-174708.91,-55032.99,-119675.92,-174708.91
6087,FT3527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4379.92,-10312.09,3998.78,2413.76,-8727.07,6815.35,-13224.27,19245.22,22260.64,-16239.69,,,,,,,,,,,5276.0,3603,114,261,0,0,0,0,0,0,0,0,0.0,2374,166,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26273.6,24254.61,14658.5,15889.39,6837.11,7059.64,17829.37,17013.03,"17,460","19,479","-2,019",-981,"4,380","14,692","-10,312","3,999","2,414","-8,727","2,375","9,254","-24,967",76,50,75.30%,104.20%,419.50%,9,16,"-6,879",0.0,8.0,"11,843","10,612","1,231","1,038","2,651","5,638","-2,987","4,660","4,029","-2,357","2,143","4,318","-16,240",90,28,22.90%,32.20%,174.10%,9,14,"-2,174",0.0,5.0,9.45,,Other,Xero,1029,,,,,2020-04-29 22:56:00,2020-04-29 22:56:00,0.0,Not Approved,NZL,44.57,,,,0.0,,,,,,,,,,,,,,,
461,FT12807,,,,4.0,5.0,849,0.02,,,,,,,,,,,,,,,1.0,,,,6.0,4.0,,,954,1500.0,6.0,30.0,,60.0,Residential,900000,610000,290000,,,,,,,,,COMPANY,Wholesale Trade,182870.8,0.0,0.0,"450,743.49","450,743.49",0,"129,806.80","310,978.51","510,981.90","510,981.90","15,189.75","206,414.54","319,757.11","552,383.03","552,383.03","19,163.43","211,603.38","354,776.78","423,669.94","423,669.94","23,322.86","173,543.81","266,748.10","7,022","19,390","32,370","28,077","1,277,596","35,638","41,634","24,391","41,703","30,031","38,088","23,145",0.0,"35,428","2,781",0,0,594,0,0,0.0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.25,,Distributors/Wholesalers,MYOB,484,2020-01-31 14:15:30,2022-09-23 12:47:20,,,2023-03-02 12:00:07,2023-03-02 12:00:07,107.0,Completed,NZL,107.44,,,,7356.88,,,,,,,,,,,,,,,
5649,FT4376,,,,4.0,22.0,296.0,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPANY,Construction,0.0,0.0,0.0,1646780.75,1121039.68,45692.4,1034704.62,132027.46,452313.89,339630.96,8237.28,496006.16,-148137.92,21422.52,21422.52,0,27530.69,-6108.17,,,,,,42480.0,178612,195355,63283,36996,11289,0,0,87,0,0,0,0.0,200000,361992,77902,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56109.97,3021.42,404785.38,445446.56,316560.24,403493.26,439042.65,345745.11,"3,021","56,110","-53,089","24,210","176,540","19,483","157,057",0,"53,621","103,437","620,829","528,101","4,768",1,"173,913",89.00%,58.60%,"26,031.30%",105,217,"92,728",1.0,1.0,"341,829","301,168","40,661","77,298","369,676","60,983","308,693",0,"161,811","146,882","420,829","500,074","-98,668",9,"34,975",83.50%,39.70%,"1,786.40%",35,70,"-79,244",1.0,1.0,57430.85,Earthmoving Contractor,Trades/Construction,Xero,1237,,,,,2020-11-06 06:40:58,2020-11-06 06:40:58,0.0,Not Approved,NZL,25236.36,,,,108845.83,,,,,,,,,,,,,,,
14,FT13348,,,,2.0,16.0,504,0.33,,,,2.0,7.0,683,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,,,2694,2023-04-11 09:53:26,2023-04-11 09:50:31,2023-04-06 13:52:56,,2023-04-13 04:51:54,2023-04-13 04:51:54,,Funded,NZL,783.11,,,,0.0,,,,,,,,,,,,,,,
4405,FT6162,,,,4.0,13.0,894.0,72.254,,,,4.0,2.0,756.0,21.857,,,,,,,,2.0,,,,11.0,8.0,,,894.0,,6.0,,,,Residential,405000.0,215000.0,190000.0,,,,,,,,,COMPANY,Information Media and Telecommunication,66303.26,21239.35,15015.6,108951.65,51980.29,1251.01,65783.11,-12551.81,650235.46,313297.76,44652.60,358093.39,-143.03,803493.51,391688.23,2444.99,394600.55,-467.33,801527.09,393000.62,0.03,473042.78,-80042.13,0.0,0,20939,13762,0,0,0,0,0,0,0,0,0.0,0,0,23543,3851,714,284.0,53.0,72.0,0.0,0.0,0.0,0.0,0.0,116469.26,124300.41,61953.09,56636.7,77088.69,78407.71,73146.28,77600.34,"123,208","116,492","6,717","-38,050","48,097","25,570","22,527","1,800","20,276","4,051","38,144","44,401","-58,952",182,267,48.80%,8.10%,82.50%,23,29,"-6,257",0.0,1.0,"41,155","46,471","-5,316","-44,767","43,153","20,472","22,682","1,800","22,777","1,705","44,081","46,113","-63,003",177,246,54.50%,3.80%,32.50%,30,33,"-2,032",0.0,0.0,1753.13,Computer Repairs & Sales,B2B Service Provider,Xero,256,2020-01-31 12:45:11,2020-01-31 12:45:31,2020-03-10 13:57:25,,2021-06-21 02:27:10,2021-06-21 02:27:10,89.0,Completed,NZL,109.14,1.0,,,0.0,-37761.69,0.0,4802.18,52654.82,68145.4,,175338.53,0.0,182917.6,49606.22,232523.82,-57185.29,-8782.83,-120952.46,-57185.29
7048,FT2437,,,,2.0,7.0,563.0,23.835,,,,2.0,7.0,581.0,4.798,,,,9.0,2.0,894.0,72.254,2.0,,,,8.0,6.0,,,958.0,1100.0,6.0,,60.0,30.0,,,,,,,,,,,,,COMPANY,,62029.22,13280.51,0.0,238750.42,125445.98,0.0,123738.47,1707.51,369938.65,217091.57,0,158209.86,58881.71,263011.36,132064.47,0,141749.35,-9684.88,200777.57,85785.33,0,103165.58,-17380.25,0.0,0,0,9143,27387,8316,1270,0,460,24,0,115,0.0,0,0,0,8609,39676,2750.0,506.0,0.0,0.0,297.0,0.0,115.0,0.0,26967.77,4963.54,33996.13,53894.43,70063.1,47827.1,33706.88,55838.53,"49,075","56,729","-7,654","-22,109","28,806","12,537","16,269",0,"16,259",9,"33,996","42,997","-13,198",171,157,56.50%,0.00%,0.80%,35,45,"-9,001",-14.0,0.0,"51,009","31,111","19,898","-14,455","36,104","18,902","17,202",0,"14,017","3,185","42,805","60,009","-13,207",176,204,47.60%,8.80%,289.40%,37,57,"-17,204",4.0,0.0,545.24,Food Product Manufacturing,Other,Xero,169,2019-08-28 15:48:10,2020-01-20 13:52:02,2020-01-20 13:55:16,,2020-02-25 14:34:14,2020-02-25 14:34:14,12.0,Completed,NZL,51.95,2.0,,,317.95,-22353.86,33800.76,13868.24,63813.23,34117.4,,75576.77,43777.58,41816.51,92539.91,134356.42,-58779.65,2748.84,-61628.49,-58779.65
